table_name,json_line
schema_agent_memory_model_runs,"{""bias"": -0.1333, ""claim_boundary"": ""Model memory reflects current output rows only; not proof of production model performance."", ""entity_type"": ""ModelRun"", ""evidence_id"": ""evidence_model_comparison"", ""is_current"": true, ""mae"": 3.4005, ""memory_id"": ""MODEL_4bcb74044343"", ""model_name"": ""hist_gradient_boosting"", ""model_type"": ""classical_ml"", ""rmse"": 4.2488, ""run_id"": ""RUN_20260526T152031+0000"", ""selected_flag"": false, ""source_type"": ""synthetic"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null, ""wmape"": 0.2413}"
schema_agent_memory_model_runs,"{""bias"": -0.0221, ""claim_boundary"": ""Model memory reflects current output rows only; not proof of production model performance."", ""entity_type"": ""ModelRun"", ""evidence_id"": ""evidence_model_comparison"", ""is_current"": true, ""mae"": 3.4319, ""memory_id"": ""MODEL_cb050bae87ab"", ""model_name"": ""extra_trees"", ""model_type"": ""classical_ml"", ""rmse"": 4.8831, ""run_id"": ""RUN_20260526T152031+0000"", ""selected_flag"": false, ""source_type"": ""synthetic"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null, ""wmape"": 0.2044}"
schema_agent_memory_model_runs,"{""bias"": 0.0038, ""claim_boundary"": ""Model memory reflects current output rows only; not proof of production model performance."", ""entity_type"": ""ModelRun"", ""evidence_id"": ""evidence_model_comparison"", ""is_current"": true, ""mae"": 3.5743, ""memory_id"": ""MODEL_500be78aa944"", ""model_name"": ""random_forest"", ""model_type"": ""classical_ml"", ""rmse"": 5.1076, ""run_id"": ""RUN_20260526T152031+0000"", ""selected_flag"": false, ""source_type"": ""synthetic"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null, ""wmape"": 0.2209}"
schema_agent_memory_model_runs,"{""bias"": 0.1481, ""claim_boundary"": ""Model memory reflects current output rows only; not proof of production model performance."", ""entity_type"": ""ModelRun"", ""evidence_id"": ""evidence_model_comparison"", ""is_current"": true, ""mae"": 3.7683, ""memory_id"": ""MODEL_9d9972ebc9cd"", ""model_name"": ""elasticnet"", ""model_type"": ""classical_ml"", ""rmse"": 4.9235, ""run_id"": ""RUN_20260526T152031+0000"", ""selected_flag"": false, ""source_type"": ""synthetic"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null, ""wmape"": 0.2792}"
schema_agent_memory_model_runs,"{""bias"": 0.0364, ""claim_boundary"": ""Model memory reflects current output rows only; not proof of production model performance."", ""entity_type"": ""ModelRun"", ""evidence_id"": ""evidence_model_comparison"", ""is_current"": true, ""mae"": 3.8397, ""memory_id"": ""MODEL_78f566e8c1d1"", ""model_name"": ""moving_average_28d"", ""model_type"": ""baseline"", ""rmse"": 4.8768, ""run_id"": ""RUN_20260526T152031+0000"", ""selected_flag"": false, ""source_type"": ""synthetic"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null, ""wmape"": 0.2574}"
schema_agent_memory_model_runs,"{""bias"": 0.0446, ""claim_boundary"": ""Model memory reflects current output rows only; not proof of production model performance."", ""entity_type"": ""ModelRun"", ""evidence_id"": ""evidence_model_comparison"", ""is_current"": true, ""mae"": 4.0156, ""memory_id"": ""MODEL_5708b5f9fd65"", ""model_name"": ""seasonal_naive"", ""model_type"": ""baseline"", ""rmse"": 5.2181, ""run_id"": ""RUN_20260526T152031+0000"", ""selected_flag"": false, ""source_type"": ""synthetic"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null, ""wmape"": 0.217}"
schema_agent_memory_drift_signals,"{""claim_boundary"": ""Drift memory is monitoring evidence; it does not automatically trigger business actions."", ""drift_metric"": ""ks"", ""drift_value"": 0.0026141971403264, ""entity_type"": ""DriftSignal"", ""evidence_id"": ""evidence_drift_monitor"", ""feature_name"": ""price_log"", ""is_current"": true, ""memory_id"": ""DRIFT_54e008023a60"", ""p_value"": 0.9998384213866576, ""recommended_response"": ""Continue monitoring"", ""run_id"": ""RUN_20260526T152031+0000"", ""source_type"": ""synthetic"", ""status"": ""No material drift"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_drift_signals,"{""claim_boundary"": ""Drift memory is monitoring evidence; it does not automatically trigger business actions."", ""drift_metric"": ""ks"", ""drift_value"": 0.0125150786621114, ""entity_type"": ""DriftSignal"", ""evidence_id"": ""evidence_drift_monitor"", ""feature_name"": ""lag_7"", ""is_current"": true, ""memory_id"": ""DRIFT_8ffe5463aa6d"", ""p_value"": 0.0106158802835363, ""recommended_response"": ""Review feature drift context"", ""run_id"": ""RUN_20260526T152031+0000"", ""source_type"": ""synthetic"", ""status"": ""Watch"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_drift_signals,"{""claim_boundary"": ""Drift memory is monitoring evidence; it does not automatically trigger business actions."", ""drift_metric"": ""ks"", ""drift_value"": 0.0197182504534143, ""entity_type"": ""DriftSignal"", ""evidence_id"": ""evidence_drift_monitor"", ""feature_name"": ""rolling_mean_28"", ""is_current"": true, ""memory_id"": ""DRIFT_e8d3f75e405b"", ""p_value"": 4.533244956014451e-06, ""recommended_response"": ""Review demand trend changes"", ""run_id"": ""RUN_20260526T152031+0000"", ""source_type"": ""synthetic"", ""status"": ""Watch"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_drift_signals,"{""claim_boundary"": ""Drift memory is monitoring evidence; it does not automatically trigger business actions."", ""drift_metric"": ""ks"", ""drift_value"": 0.0605955544308068, ""entity_type"": ""DriftSignal"", ""evidence_id"": ""evidence_drift_monitor"", ""feature_name"": ""assortment_health_ratio"", ""is_current"": true, ""memory_id"": ""DRIFT_a9a2fb32e07e"", ""p_value"": 9.818204481279467e-54, ""recommended_response"": ""Check assortment changes before acting"", ""run_id"": ""RUN_20260526T152031+0000"", ""source_type"": ""synthetic"", ""status"": ""Watch"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_drift_signals,"{""claim_boundary"": ""Drift memory is monitoring evidence; it does not automatically trigger business actions."", ""drift_metric"": ""ks"", ""drift_value"": 0.0855683495718925, ""entity_type"": ""DriftSignal"", ""evidence_id"": ""evidence_drift_monitor"", ""feature_name"": ""sales_per_sqft_28d"", ""is_current"": true, ""memory_id"": ""DRIFT_4c754b32e850"", ""p_value"": 8.34916387145772e-107, ""recommended_response"": ""Review store productivity shifts"", ""run_id"": ""RUN_20260526T152031+0000"", ""source_type"": ""synthetic"", ""status"": ""Watch"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46800"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_e2a3ee1afb8a"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00136"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46801"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": true, ""is_current"": true, ""memory_id"": ""INV_4c9dcc480a70"", ""priority"": ""Medium"", ""recommended_action"": ""Reorder"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00098"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46802"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": true, ""is_current"": true, ""memory_id"": ""INV_0f8b874637f1"", ""priority"": ""Medium"", ""recommended_action"": ""Reorder"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00034"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46803"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_9ec71d905db0"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00035"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46804"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_8efb08761ddc"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00030"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46805"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_a39798d3dc9e"", ""priority"": ""Low"", ""recommended_action"": ""Reduce / Review"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00144"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46806"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_4f22fc4d8072"", ""priority"": ""Low"", ""recommended_action"": ""Reduce / Review"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00096"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46807"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_a1c5799c7333"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00031"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46808"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_ee3bf523987e"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00116"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46809"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_dd31ad09cc28"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00043"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46810"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": true, ""is_current"": true, ""memory_id"": ""INV_cb4f1482e4b9"", ""priority"": ""Medium"", ""recommended_action"": ""Reorder"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00023"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46811"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": true, ""is_current"": true, ""memory_id"": ""INV_ea22118211fe"", ""priority"": ""Medium"", ""recommended_action"": ""Reorder"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00099"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46812"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_2c4277338462"", ""priority"": ""Low"", ""recommended_action"": ""Reduce / Review"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00004"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46813"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_3a226b37474b"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00061"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46814"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_1c28e77d6c1e"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00092"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46815"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_74f77b6f719f"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00146"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46816"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_5a381cd272ac"", ""priority"": ""Low"", ""recommended_action"": ""Reduce / Review"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00056"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46817"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_3b4c5ea3e0b2"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00006"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46818"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_23e0a2116bf3"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00053"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46819"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_f78516e78173"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00078"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46820"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_9336dac09692"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00047"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46821"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": true, ""is_current"": true, ""memory_id"": ""INV_c4197dbc2255"", ""priority"": ""Medium"", ""recommended_action"": ""Reorder"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00091"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46822"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_97d2d9b88d7a"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00011"", ""source_type"": ""synthetic"", ""store_id"": ""ST001"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
