memory_id,entity_type,run_id,action_id,store_id,sku_id,recommended_action,priority,human_review_required,auto_execute_allowed,source_type,evidence_id,valid_from_utc,valid_to_utc,superseded_by,is_current,claim_boundary
INV_e2a3ee1afb8a,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46800,ST001,SKU00136,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_97d2d9b88d7a,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46822,ST001,SKU00011,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_b5aca47b3b4b,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46823,ST001,SKU00147,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_1748c21fa23f,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46824,ST001,SKU00045,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_81fe7e36df7f,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46825,ST001,SKU00038,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_2d3a82724234,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46826,ST001,SKU00050,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_f112b74f5235,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46827,ST001,SKU00033,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_0f4bf5b3ba5d,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46828,ST001,SKU00119,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_ad543f5ce36b,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46829,ST001,SKU00133,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_acdcc7dd6f67,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46830,ST001,SKU00089,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_e3f2834346be,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46831,ST001,SKU00145,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_f1503d95cdfe,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46832,ST001,SKU00025,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_c71c4b2132d3,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46833,ST001,SKU00052,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_209dff16cd2c,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46834,ST001,SKU00041,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_2bd039e59eab,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46835,ST001,SKU00073,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_2d9e01029190,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46836,ST001,SKU00039,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_d6d51da21afc,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46837,ST001,SKU00148,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_7cd0d0be07c2,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46838,ST001,SKU00022,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_5eace468e835,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46839,ST001,SKU00048,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_1133df4e6a50,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46840,ST001,SKU00142,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_d65fc6e5c8d3,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46841,ST001,SKU00082,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_14f79fd25c2c,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46842,ST001,SKU00090,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_64e63c319ee8,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46843,ST001,SKU00131,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_04440656eddc,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46844,ST001,SKU00037,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_e44f9c8a2e94,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46845,ST001,SKU00085,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_f3556bd9447b,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46846,ST001,SKU00138,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_0a83e1fba162,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46847,ST001,SKU00026,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_e49f5b041798,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46848,ST001,SKU00055,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_d08e4d0caff3,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46849,ST001,SKU00080,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_a3e8aa30fb49,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46850,ST001,SKU00012,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_babf4fb8207b,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46851,ST001,SKU00125,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_ee35386074e5,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46852,ST001,SKU00134,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_2042be3f0f5f,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46853,ST001,SKU00143,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_bb622af2ab35,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46854,ST001,SKU00042,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_173c1291c13b,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46855,ST001,SKU00007,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_deda1eefc009,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46856,ST001,SKU00002,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_d687bcfe0bc6,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46857,ST001,SKU00101,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_9db67b816725,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46858,ST001,SKU00121,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_df0ad7eade90,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46859,ST001,SKU00029,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_d33050680e66,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46860,ST001,SKU00075,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_ae737224cbb0,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46861,ST001,SKU00036,Reorder,Medium,True,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_da15d4eb4f88,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46862,ST001,SKU00024,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_cbf14787518e,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46863,ST001,SKU00149,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_faa4a5dd602b,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46864,ST001,SKU00129,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_d5a193af50a2,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46865,ST001,SKU00150,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_4f797b9f5252,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46866,ST001,SKU00120,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_7f7ef889d2ae,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46867,ST001,SKU00040,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_32782ed1ba9c,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46868,ST001,SKU00058,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_5f4c42d242c8,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46869,ST001,SKU00014,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_5db229dd40f7,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46870,ST001,SKU00135,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_bfe14313f141,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46871,ST001,SKU00112,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_76d324b0183d,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46872,ST001,SKU00001,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_2d2b5f231e4c,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46873,ST001,SKU00084,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_6d67fe4f2e00,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46874,ST001,SKU00067,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_17079068c9bd,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46875,ST002,SKU00120,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_1f630d39114a,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46876,ST002,SKU00022,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_37608c764d53,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46877,ST002,SKU00112,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_f9850ac04b13,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46878,ST002,SKU00062,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_4aa43780a211,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46879,ST002,SKU00016,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_cb7b4d3a89b0,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46880,ST002,SKU00035,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_336d8ddfc74c,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46881,ST002,SKU00073,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_4e415b0792a5,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46882,ST002,SKU00070,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_16615c0f55ee,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46883,ST002,SKU00146,Urgent Reorder,High,True,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_c394d7986d93,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46884,ST002,SKU00072,Reorder,Medium,True,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_ef6f912af26e,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46885,ST002,SKU00067,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_b50047b353e6,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46886,ST002,SKU00018,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_24727a87ca47,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46887,ST002,SKU00065,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_bfe7a25f4e2c,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46888,ST002,SKU00059,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_d7a2952a24ec,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46889,ST002,SKU00077,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_ed6ac51ad834,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46890,ST002,SKU00058,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_0d002c3a6ec4,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46891,ST002,SKU00085,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_965a6b9ceff6,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46892,ST002,SKU00129,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_6cd491745e25,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46893,ST002,SKU00021,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_566e902678d0,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46894,ST002,SKU00029,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_65e4744bde9d,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46895,ST002,SKU00144,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_24601b3a5ae1,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46896,ST002,SKU00025,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_f7e8e5c25cb8,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46897,ST002,SKU00044,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_a3dda809a668,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46898,ST002,SKU00106,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_9a9584378338,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46899,ST002,SKU00061,Reorder,Medium,True,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_d96081621bcf,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46900,ST002,SKU00007,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
